Title_GoldenGlobes,Title_Oscars,Similarity,Verification,Year_GG,Year_Oscars,year_film_x,year_award,ceremony_x,category_x,nominee,film_x,gg_win,standardized_film_goldenglobes,year_film_y,year_ceremony,ceremony_y,category_y,name,film_y,oscar_win,standardized_film_oscars
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Score - Motion Picture,Hans Zimmer,Pearl Harbor,FALSE,pearl harbor,2001,2002,74,MUSIC (Original Song),Music and Lyric by Diane Warren,Pearl Harbor,FALSE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Score - Motion Picture,Hans Zimmer,Pearl Harbor,FALSE,pearl harbor,2001,2002,74,SOUND,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Pearl Harbor,FALSE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Score - Motion Picture,Hans Zimmer,Pearl Harbor,FALSE,pearl harbor,2001,2002,74,SOUND EDITING,"George Watters II, Christopher Boyes",Pearl Harbor,TRUE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Score - Motion Picture,Hans Zimmer,Pearl Harbor,FALSE,pearl harbor,2001,2002,74,VISUAL EFFECTS,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",Pearl Harbor,FALSE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Song - Motion Picture,"""There You'll Be"", Diane Warren",Pearl Harbor,FALSE,pearl harbor,2001,2002,74,MUSIC (Original Song),Music and Lyric by Diane Warren,Pearl Harbor,FALSE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Song - Motion Picture,"""There You'll Be"", Diane Warren",Pearl Harbor,FALSE,pearl harbor,2001,2002,74,SOUND,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Pearl Harbor,FALSE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Song - Motion Picture,"""There You'll Be"", Diane Warren",Pearl Harbor,FALSE,pearl harbor,2001,2002,74,SOUND EDITING,"George Watters II, Christopher Boyes",Pearl Harbor,TRUE,pearl harbor
pearl harbor,pearl harbor,1,TRUE,2001,2001,2001,2002,59,Best Original Song - Motion Picture,"""There You'll Be"", Diane Warren",Pearl Harbor,FALSE,pearl harbor,2001,2002,74,VISUAL EFFECTS,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",Pearl Harbor,FALSE,pearl harbor
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Far From Heaven,FALSE,far from heaven,2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Far From Heaven,FALSE,far from heaven,2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Far From Heaven,FALSE,far from heaven,2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Far From Heaven,FALSE,far from heaven,2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Quaid,Far From Heaven,FALSE,far from heaven,2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Quaid,Far From Heaven,FALSE,far from heaven,2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Quaid,Far From Heaven,FALSE,far from heaven,2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Quaid,Far From Heaven,FALSE,far from heaven,2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Screenplay - Motion Picture,Todd Haynes,Far From Heaven,FALSE,far from heaven,2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Screenplay - Motion Picture,Todd Haynes,Far From Heaven,FALSE,far from heaven,2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Screenplay - Motion Picture,Todd Haynes,Far From Heaven,FALSE,far from heaven,2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Screenplay - Motion Picture,Todd Haynes,Far From Heaven,FALSE,far from heaven,2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Original Score - Motion Picture,Elmer Bernstein,Far From Heaven,FALSE,far from heaven,2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Original Score - Motion Picture,Elmer Bernstein,Far From Heaven,FALSE,far from heaven,2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Original Score - Motion Picture,Elmer Bernstein,Far From Heaven,FALSE,far from heaven,2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,FALSE,far from heaven
far from heaven,far from heaven,1,TRUE,2002,2002,2002,2003,60,Best Original Score - Motion Picture,Elmer Bernstein,Far From Heaven,FALSE,far from heaven,2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,FALSE,far from heaven
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,About Schmidt,TRUE,about schmidt,2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,About Schmidt,TRUE,about schmidt,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates,About Schmidt,FALSE,about schmidt,2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates,About Schmidt,FALSE,about schmidt,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Alexander Payne,About Schmidt,FALSE,about schmidt,2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Alexander Payne,About Schmidt,FALSE,about schmidt,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Screenplay - Motion Picture,"Alexander Payne, Jim Taylor",About Schmidt,TRUE,about schmidt,2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE,about schmidt
about schmidt,about schmidt,1,TRUE,2002,2002,2002,2003,60,Best Screenplay - Motion Picture,"Alexander Payne, Jim Taylor",About Schmidt,TRUE,about schmidt,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,FALSE,about schmidt
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york,2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE,gangs of new york,2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,FALSE,gangs of new york
gangs of new york,gangs of new york,1,TRUE,2002,2002,2002,2003,60,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE,gangs of new york,2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,FALSE,gangs of new york
